Name,Id,Bar,Total,Date,Time
Earl,12690,Four Shields Tavern,15.52,1/13/2018,22:01:05
Donna,12734,The Plumbers Arms,17.88,1/13/2018,20:47:18
Mariah,12925,Romanoff's,24.09,1/13/2018,3:01:05
Halle,13186,The Drunken Clam,18.25,1/13/2018,10:37:54
Ossie,13229,Kavanagh's Irish Pub,19.25,1/13/2018,4:09:48
Sofia,13234,Joe's,32.81,1/13/2018,21:44:30
Kayley,14003,The Leaky Cauldron,12.91,1/13/2018,13:24:02
Moses,14182,The Rose & Crown,3.91,1/13/2018,21:05:13
Judson,15150,"The Hand & Racquet, East Cheam",15.94,1/13/2018,0:18:59
Bailey,15592,The Sole Regret,8.22,1/13/2018,16:53:06
Monroe,15765,The Railway Arms,39.98,1/13/2018,22:05:52
Waverly,16999,Gallow's End Tavern,15.74,1/13/2018,1:40:32
Christ,17267,﻿Ace of Clubs,22.24,1/13/2018,0:40:05
Jalyn,18262,The Oak and Crosier,28,1/13/2018,0:48:09
Laila,18659,Cocktails and Dreams,28.84,1/13/2018,0:53:02
Annabelle,19327,Cooper's,22.09,1/13/2018,0:14:22
Cyril,19601,Wonder Bar,5.33,1/13/2018,14:39:09
Enos,19659,The Rusty Anchor,9.3,1/13/2018,1:49:31
Bryanna,20888,The Rusty Anchor,41.33,1/13/2018,19:04:48
Georgia,21240,Cocktails and Dreams,33.64,1/13/2018,0:07:37
Squire,22467,De Rossi's Wine Bar,27.84,1/13/2018,1:04:24
Allison,24253,The Ballroom,11.87,1/13/2018,0:43:18
Okey,24856,Rick's Café Américain,26.46,1/13/2018,1:20:35
Flor,25388,Snakehole Lounge,10.49,1/13/2018,0:51:49
Elick,25406,Windpeak Inn,13.64,1/13/2018,17:51:43
Fernando,25788,The Bloated Float Inn,41.41,1/13/2018,18:55:16
Dennis,26389,Dugout Inn,31.18,1/13/2018,19:03:07
Ruben,26558,The Place,10.03,1/13/2018,11:54:05
Lorena,26639,"The Hand & Racquet, East Cheam",35.7,1/13/2018,16:31:41
Emmitt,26889,The Bull,27.36,1/13/2018,0:09:45
Brad,27834,The Snug,18.65,1/13/2018,4:15:58
Alex,28889,The Hand of Glory,6.27,1/13/2018,3:44:13
Douglas,30307,Charlie's,35.47,1/13/2018,0:11:28
Katlyn,30430,Joe's,10.73,1/13/2018,2:16:00
Obe,31198,The Old Haunt,27.6,1/13/2018,1:14:55
Phoenix,33528,The Rusty Anchor,40.02,1/13/2018,2:34:16
Tiana,34223,Poor Richard's,29.08,1/13/2018,19:52:00
Heaven,34984,Brady Pub,19.86,1/13/2018,14:07:23
Leland,35371,Bob's Country Bunker,18.43,1/13/2018,18:22:29
Avah,35530,The Brick,10.8,1/13/2018,16:45:01
Lawson,36709,P3,41.58,1/13/2018,22:12:19
Elisha,38795,Korova Milk Bar,6.29,1/13/2018,21:06:03
Rush,38815,The Moonrakers,5.52,1/13/2018,22:21:26
Claudia,38954,Low Point,37.2,1/13/2018,0:51:14
Jessee,40012,The Feed Bag,24.77,1/13/2018,18:11:21
Adolphus,40109,The Drowned Trout,4.26,1/13/2018,0:14:29
Ashlynn,42156,The Butchers Arms,11.83,1/13/2018,0:06:07
Shaniya,42802,The Yellow Flag,37.31,1/13/2018,23:08:52
Mckayla,43252,The Thorax Bar,6.96,1/13/2018,0:13:30
Robert,43284,Tabard,43.8,1/13/2018,16:33:54
Betsy,44185,LUX,30.72,1/13/2018,2:35:27
Preston,1069,Lusty Leopard,24.93,1/14/2018,19:10:50
Eddie,1746,The Tall Ship,29.72,1/14/2018,15:36:14
Hampton,2018,The Winking Skeever,11.64,1/14/2018,15:25:19
Dixie,2601,The Last Chance Saloon,27,1/14/2018,0:49:04
Fletcher,4058,The Ivy Bush,37.18,1/14/2018,1:16:48
Ransom,4282,The Duke Of Burgundy,37.15,1/14/2018,1:31:47
Sylvester,5549,The Thorax Bar,34.96,1/14/2018,12:23:31
Caitlin,5763,The Peach Pit,16.89,1/14/2018,16:40:25
Sanders,6223,The Queen Victoria,13.25,1/14/2018,11:38:55
Lonie,6503,The Prancing Pony,30.06,1/14/2018,23:02:44
Jayda,7028,The Bronze,36.91,1/14/2018,1:31:43
Buck,8418,The Woolpack,23.2,1/14/2018,10:43:24
Hampton,9937,The Butchers Arms,43.19,1/14/2018,0:33:49
Elaine,10289,McAnally's,23.7,1/14/2018,0:18:52
Johnie,10480,The Plumbers Arms,11.16,1/14/2018,17:11:45
Newell,11275,Deville,12.04,1/14/2018,22:51:17
Zeke,11816,Trees Lounge,26.37,1/14/2018,10:27:16
Thomas,12697,Kavanagh's Irish Pub,33.89,1/14/2018,17:13:25
Lucian,13571,The Moon Under Water,30.07,1/14/2018,12:33:56
Cullen,13723,Rolliver's Inn,35.29,1/14/2018,19:23:14
Erastus,13869,The Bada Bing,21.59,1/14/2018,0:28:38
Skyler,14250,Kelcy's,34.29,1/14/2018,0:26:57
Almon,15919,The Oak and Crosier,16.31,1/14/2018,11:55:08
Jaslyn,16530,Windpeak Inn,9.29,1/14/2018,0:28:22
Simeon,17108,The Queen Victoria,36.49,1/14/2018,23:06:23
Mckayla,17531,The Lion and Unicorn,3.39,1/14/2018,12:55:03
Kailey,18630,Noah's Bar,24.84,1/14/2018,17:02:14
Todd,18912,Kelcy's,6.76,1/14/2018,1:59:23
Mike,19297,The Pig and Whistle,22.71,1/14/2018,2:33:37
Tyra,20223,The Cat & Fiddle,37.45,1/14/2018,3:30:20
Molly,20361,Rowlf's Tavern,22.89,1/14/2018,19:41:03
Hermann,22292,Dugout Inn,8.03,1/14/2018,21:41:35
Ted,22945,The Aidensfield Arms,21.92,1/14/2018,0:44:19
Joseline,23366,Silver,26.75,1/14/2018,0:53:31
Rolland,23703,Mad Dog Saloon,8.88,1/14/2018,17:40:06
Walker,23716,The Duke Of Burgundy,28.61,1/14/2018,0:51:48
Josiah,23750,The Sole Regret,9.77,1/14/2018,19:16:45
Julie,24445,The Admiral Benbow Inn,18.42,1/14/2018,0:22:40
Tobias,24759,O'Malley's,34.05,1/14/2018,0:04:38
Darwin,25284,Salieri's Bar,10.86,1/14/2018,0:28:59
Dakota,25630,Essence,11.94,1/14/2018,16:15:10
Tayler,26036,Poison,25.24,1/14/2018,17:09:05
Lafe,26539,Essence,5.7,1/14/2018,1:19:19
Isreal,27555,The Moon Under Water,12.3,1/14/2018,0:20:27
Imani,28716,The Old Haunt,35.31,1/14/2018,0:49:01
Jaslene,29645,The Rose & Thorn,35.01,1/14/2018,22:10:05
Isabel,31938,The Iron Horse,25.73,1/14/2018,0:13:58
Delia,34073,The Armada Room,23.46,1/14/2018,20:39:20
Lillian,34425,The Crazy Cock,35.55,1/14/2018,22:32:52
Ford,35244,The Spotted Dog,36.51,1/14/2018,23:12:54
Kinsley,35864,Milliway's,40.22,1/14/2018,23:21:45
Tatum,36243,Free the Paedos,29.82,1/14/2018,0:28:32
Wayne,36284,Broken Keel Tavern,5.62,1/14/2018,2:23:16
Destiny,36930,The Plumbers Arms,16.49,1/14/2018,20:26:44
Yvette,37007,World's End Tavern,23.94,1/14/2018,2:02:17
Jess,37022,The Yellow Flag,27.85,1/14/2018,23:27:12
Cyrus,37368,The Armada Room,34.05,1/14/2018,0:12:51
Noelle,38017,Mos Eisley Cantina,20.51,1/14/2018,0:34:16
Sariah,38132,The Winking Skeever,23.67,1/14/2018,0:05:40
Hiram,38445,The Drowned Trout,41.68,1/14/2018,22:24:48
Finley,39017,The Eolian,12.33,1/14/2018,3:00:10
Hezekiah,39530,Y Deri Arms,5.71,1/14/2018,0:29:43
Matilda,40560,SaxonwoldShebeen,7.05,1/14/2018,2:33:40
Carl,42024,The Old Haunt,33.81,1/14/2018,22:26:45
Smith,42046,The Plot and Plaster,20.25,1/14/2018,0:45:08
Emory,42110,Bunnys,29.15,1/14/2018,1:09:45
Galilea,42214,Wonder Bar,28.17,1/14/2018,18:48:30
Greta,42494,Table Salt,23.66,1/14/2018,0:41:50
Maddison,43160,Dead Man's Drink,4.28,1/14/2018,23:03:22
Mareli,43652,De Rossi's Wine Bar,30.09,1/14/2018,17:22:01
Aubree,44038,Levy's,22.61,1/14/2018,23:23:13
Lucy,142,The Prancing Pony,44.68,1/15/2018,18:36:42
Hallie,144,Silver,26.23,1/15/2018,0:19:47
Mckinley,1445,Kavanagh's Irish Pub,41.55,1/15/2018,3:49:49
Joslyn,1495,Charlie's,6.62,1/15/2018,0:15:00
Gust,1944,The Eolian,37.44,1/15/2018,1:43:46
Esta,3627,Deville,13.47,1/15/2018,19:01:17
Dexter,3735,Tabard,15.54,1/15/2018,0:40:52
Isam,4224,The Place,5.78,1/15/2018,3:33:58
Betsy,5113,Wurstbraterei,25.85,1/15/2018,0:36:36
Jade,5888,The Tropicana,29.44,1/15/2018,10:54:37
Jaslene,6246,Deville,35.93,1/15/2018,1:39:44
Theodore,6562,Candlehearth Hall,43.95,1/15/2018,19:59:50
Edson,8055,The Grind & Jolt Cafe,18.61,1/15/2018,0:02:50
Bertha,8192,Paddy's Pub,7.42,1/15/2018,15:08:04
Arabella,8888,Free the Paedos,28.44,1/15/2018,0:15:53
Doc,9305,The Winchester Tavern,6.36,1/15/2018,21:21:17
Karen,10186,Broken Keel Tavern,20.92,1/15/2018,1:39:49
Granville,11406,The Pig and Whistle,23.29,1/15/2018,4:29:14
Heidi,11518,O'Malley's Bar,16.74,1/15/2018,17:23:24
James,14939,The King and Queen Tavern,21.33,1/15/2018,0:22:14
Rice,15757,The Brick,28.32,1/15/2018,16:54:07
Gottlieb,16021,MacLaren's Pub,13.07,1/15/2018,0:03:32
Tomas,16524,Mancini's Family Restaurant,3.72,1/15/2018,12:51:14
Kiley,17209,The King and Queen Tavern,26.36,1/15/2018,0:56:20
Kathleen,17895,Bob's Country Bunker,12.52,1/15/2018,16:35:05
Emely,18303,Essence,16.54,1/15/2018,18:52:13
Veronica,20229,Mos Eisley Cantina,3.32,1/15/2018,0:21:43
Crockett,20915,Deville,6.51,1/15/2018,23:42:21
Louis,22830,Dexter Lake Club,5.51,1/15/2018,0:12:19
Humphrey,23203,The Railway Arms,11.4,1/15/2018,18:41:25
Danielle,26107,The Kebab & Calculator,24.63,1/15/2018,16:29:16
Precious,26187,Playaz Club,27.11,1/15/2018,13:05:12
Angelina,26703,The Old Haunt,20.1,1/15/2018,4:42:17
Fate,26795,Elfsong Tavern,25.82,1/15/2018,20:51:10
Virginia,28248,The Prancing Pony,24.9,1/15/2018,0:25:10
Kaia,28369,Charlie's,6.17,1/15/2018,0:01:43
Clark,30038,The Lamb & Flag,29.73,1/15/2018,1:57:09
Melody,31244,Free the Paedos,46.01,1/15/2018,9:32:32
Susan,31367,Salty Sailor Tavern,5.17,1/15/2018,19:16:46
Caleb,31481,De Rossi's Wine Bar,13.21,1/15/2018,0:14:47
Dale,32386,Fangtasia,31.2,1/15/2018,1:43:17
Annika,32577,Essence,14.9,1/15/2018,14:14:44
Adam,33053,The Pool Hall,14.42,1/15/2018,20:15:11
Nathaly,34224,The Drunken Clam,32.32,1/15/2018,0:54:33
Wilmer,34499,Candlehearth Hall,29.82,1/15/2018,14:26:36
Mira,35470,Corrado Italian Bistro,26.95,1/15/2018,3:40:17
Ceylon,35860,Torchy's,21.6,1/15/2018,19:07:14
Olaf,36222,The Sole Regret,23.09,1/15/2018,0:48:20
Elige,37611,Bodarks Bus Stop Restaurant,27.48,1/15/2018,21:23:24
Morgan,38150,The Armada Room,38.87,1/15/2018,19:16:53
Rihanna,38923,Rovers Return Inn,37.38,1/15/2018,1:40:34
Rupert,39451,The Feed Bag,28.26,1/15/2018,3:05:27
Eliza,40708,The Maidenhead,18.78,1/15/2018,22:31:55
Brenda,40966,The Feathers,9.69,1/15/2018,0:59:32
Aspen,41030,Elfsong Tavern,7.33,1/15/2018,14:42:39
Unknown,42562,Maccadam's Old Oil House,19.17,1/15/2018,22:39:39
Michelle,42668,The Moonrakers,25.19,1/15/2018,9:06:11
Tatum,42905,Copacabana,7.33,1/15/2018,18:31:37
Annalise,43442,The Admiral Benbow Inn,14.82,1/15/2018,0:39:38
Stonewall,701,The Moonrakers,33.41,1/16/2018,21:32:34
Lena,1449,McAnally's,45.02,1/16/2018,20:23:08
Berton,3003,Puzzles,8.87,1/16/2018,0:05:51
Leilani,4802,The Cap & Bell,36.13,1/16/2018,21:24:31
Kyla,5694,LUX,24.63,1/16/2018,1:38:07
Lavern,5756,Bob's Country Bunker,11.3,1/16/2018,0:22:04
Benjaman,7419,The Bamboo Lounge,18.97,1/16/2018,2:33:29
Martha,9264,Dagmar,36.16,1/16/2018,2:02:35
Ross,9533,Korova Milk Bar,20.57,1/16/2018,0:51:24
Lisa,10301,Border Watch Inn,12.08,1/16/2018,23:41:54
Benjiman,11203,Fortune Casino,31.91,1/16/2018,0:01:45
Griffin,12579,Bunnys,4.99,1/16/2018,0:09:54
Orange,12858,Rosie's Bar,25.64,1/16/2018,0:21:41
Elder,13137,The Place,39.67,1/16/2018,0:43:31
Claud,13160,The Kit Kat Klub,7.15,1/16/2018,1:53:13
Ollie,13388,Mancini's Family Restaurant,41.68,1/16/2018,19:15:26
Bartholomew,14007,Porky's,7.98,1/16/2018,2:34:51
Gerrit,14060,The Silent Woman,25.57,1/16/2018,1:42:04
Isis,14651,Tabard,28,1/16/2018,17:49:33
Jaslene,16113,Wonder Bar,28.29,1/16/2018,0:23:04
Kasey,16543,Y Deri Arms,30.98,1/16/2018,15:34:22
Gardner,16954,The Oblivion Bar,25.36,1/16/2018,0:05:41
Jazlynn,17141,Cohan's,36.49,1/16/2018,2:34:10
Morton,17366,The Rose & Thorn,35.87,1/16/2018,20:04:54
Terry,17456,Boobies,38.91,1/16/2018,8:27:11
Zaria,17536,The Brick,30.87,1/16/2018,18:56:31
Orin,18481,The Cap & Bell,15.19,1/16/2018,2:02:22
Caesar,18671,The Sole Regret,20.22,1/16/2018,22:46:34
Jaylyn,19273,The Silver Dollar Saloon,23.4,1/16/2018,4:07:41
Anabella,19991,Gus's Galaxy Grill,40.36,1/16/2018,2:23:27
Arlie,20559,Mad Dog Saloon,14.76,1/16/2018,2:56:56
Issac,20960,The Hanged Man,14.03,1/16/2018,19:26:24
Madison,21517,The Winchester Club,27.55,1/16/2018,18:43:25
April,21529,The Tall Ship,32.42,1/16/2018,23:00:23
Brittney,21884,The Crazy Cock,19.58,1/16/2018,17:17:26
Philip,22203,St. Elmo's Bar,13.81,1/16/2018,0:08:23
Zion,22258,Gallow's End Tavern,38,1/16/2018,3:49:10
Rufus,22642,The Thorax Bar,39.23,1/16/2018,14:25:08
Champ,24318,Pedro McKinnon,38.28,1/16/2018,0:18:39
Nya,24498,Border Watch Inn,33.26,1/16/2018,0:02:03
Elena,24754,The Drowned Trout,33.12,1/16/2018,0:49:55
Kyleigh,24782,Cooper's,15.01,1/16/2018,0:44:43
Jaelyn,26396,Gus's Galaxy Grill,28.85,1/16/2018,23:06:39
Sadie,26565,The Bannered Mare,13.48,1/16/2018,12:44:25
Pat,27178,The Tall Ship,35.29,1/16/2018,12:57:34
Arely,27372,Cohan's,39.84,1/16/2018,19:34:25
Diana,27382,Milk Club,25.37,1/16/2018,21:36:07
Alphonse,27692,Dal Riata,13.71,1/16/2018,0:28:10
Kassandra,28810,Copa,18.87,1/16/2018,3:19:45
Harris,28966,Cafe Rene,20.19,1/16/2018,0:40:58
Anaya,29140,Quark's,17.15,1/16/2018,0:03:39
Rowan,29500,Charlie's,29.73,1/16/2018,0:42:29
Hunter,32674,The Leaky Cauldron,35.87,1/16/2018,1:18:50
Zeb,33313,Underworld Tavern,18.23,1/16/2018,2:44:01
Christine,34484,Palace Saloon,39.23,1/16/2018,0:40:29
Allison,34752,The Leaky Cauldron,25.69,1/16/2018,0:23:20
Bee,35218,Porky's,28.21,1/16/2018,2:42:34
Hadassah,35614,Bodarks Bus Stop Restaurant,4.76,1/16/2018,0:34:20
Sheldon,35687,The Mucky Duck,21.3,1/16/2018,21:54:48
Carlos,35943,Snakehole Lounge,14.58,1/16/2018,0:07:35
Orval,36434,Noah's Bar,21.89,1/16/2018,22:25:56
Jayla,36525,De Rossi's Wine Bar,13.66,1/16/2018,2:40:44
Jeremiah,37196,Bodarks Bus Stop Restaurant,28.18,1/16/2018,19:44:48
Rihanna,37274,The Pie Hole,21.26,1/16/2018,17:52:42
Ammon,37676,The Buck's Head Inn,7.91,1/16/2018,11:23:57
Cloe,38528,Noah's Bar,32.65,1/16/2018,18:43:44
Adalynn,38834,The Maidenhead,40.07,1/16/2018,17:37:49
Paulina,38964,The Drowned Trout,33.83,1/16/2018,0:11:11
Hillard,39701,Alibi Bar,42.27,1/16/2018,16:50:03
Anahi,40389,Underworld Tavern,27.92,1/16/2018,21:26:47
Kiara,40714,The Drunken Huntsman,4.65,1/16/2018,11:16:21
Wing,41207,Romanoff's,14.01,1/16/2018,3:25:43
Garner,43188,The Cap & Bell,42.85,1/16/2018,1:15:56
Noelia,44303,Lucky Lockup,13.12,1/16/2018,15:41:18
Amanda,326,The Cap & Bell,18.72,1/17/2018,20:44:04
Colonel,763,Four Shields Tavern,26.01,1/17/2018,18:44:59
Knox,1191,John McRory's Place,14.08,1/17/2018,0:27:02
Cynthia,2143,Samoan Joe's,41.02,1/17/2018,2:59:20
Douglas,2844,The Lamb & Flag,22.87,1/17/2018,0:43:48
Andres,2970,The Place,7.39,1/17/2018,4:18:26
Jane,3262,The Hanged Man,34.93,1/17/2018,16:41:35
Nick,3431,Alibi Bar,26.2,1/17/2018,4:57:26
Ainsley,3760,The Tropicana,16.41,1/17/2018,17:35:42
Adelard,3787,LUX,34.64,1/17/2018,20:31:46
Briana,4650,The Broken Stool,37.99,1/17/2018,1:02:13
Haylie,5828,The Cap & Bell,22.78,1/17/2018,21:24:30
Creed,7209,Seagrass,15.51,1/17/2018,20:35:17
Janice,8045,Free the Paedos,41.87,1/17/2018,0:53:43
Tyra,8518,Wandin Valley RSL,30.71,1/17/2018,0:12:54
Clayton,8912,Rick's Café Américain,26.76,1/17/2018,20:55:35
Harry,11152,The Winchester Tavern,32.6,1/17/2018,2:41:32
Kyra,11413,The King and Queen Tavern,18.78,1/17/2018,0:07:22
Cassidy,11714,Dexter Lake Club,21.47,1/17/2018,23:40:57
Kelsey,12525,Mr. Pubbs,22.95,1/17/2018,0:37:07
Oscar,13782,Pedro McKinnon,3.99,1/17/2018,16:37:20
Jennie,14481,Porky's,20.78,1/17/2018,1:43:19
Anabelle,14639,Wandin Valley RSL,6.41,1/17/2018,23:14:06
Alaina,15531,The Tall Ship,21.74,1/17/2018,11:00:56
Felipe,16116,The King and Queen Tavern,11.25,1/17/2018,0:45:36
Madalyn,16163,Alibi Bar,38.03,1/17/2018,16:45:03
Akira,16430,Romanoff's,6.27,1/17/2018,16:39:19
Phil,16861,The Count's Arms,3.91,1/17/2018,15:39:17
Emmett,17540,Broken Keel Tavern,42.19,1/17/2018,3:34:23
Allan,19031,The Sole Regret,20.34,1/17/2018,20:40:16
Blair,19300,Y Deri Arms,36.86,1/17/2018,13:56:10
Charlee,21586,The Drowned Trout,29.58,1/17/2018,23:00:54
Alyssa,22006,Mad Dog Saloon,24.42,1/17/2018,13:29:10
Melany,22529,Lusty Leopard,31.8,1/17/2018,2:20:45
Precious,23454,Mos Eisley Cantina,11.9,1/17/2018,16:18:48
Leanna,23583,The Leaky Cauldron,27.28,1/17/2018,3:50:33
Luna,23595,The Lamb & Flag,34.25,1/17/2018,1:02:40
Marina,23685,Deville,3.98,1/17/2018,21:05:16
Malaya,23836,The Lamb & Flag,32.61,1/17/2018,8:13:08
Thalia,24259,Rick's Café Américain,10.65,1/17/2018,0:38:27
Elmore,24368,The Maidenhead,29.27,1/17/2018,17:54:40
Danielle,28250,MacLaren's Pub,25.38,1/17/2018,23:47:20
Isabell,28600,The Rose & Crown,5.73,1/17/2018,16:04:49
Henry,29468,The Feed Bag,35.34,1/17/2018,4:19:04
Len,29876,The Pilgrim's Rest,13.85,1/17/2018,1:54:30
Luz,30179,The Moon Under Water,13.71,1/17/2018,0:45:00
Otis,30272,The Orange Tree,42.84,1/17/2018,21:58:16
Casey,30284,The Broken Drum/The Mended Drum,17.03,1/17/2018,14:27:52
Early,30461,Korova Milk Bar,6.91,1/17/2018,22:02:25
Dahlia,31744,The Brick,26.51,1/17/2018,3:50:59
Jackson,33268,Puzzles,21.12,1/17/2018,21:19:05
Nathaly,34676,Wandin Valley RSL,13.8,1/17/2018,0:17:08
Vanessa,35119,Vardi's,19.14,1/17/2018,0:57:53
Nicholas,35251,The Woolpack,3.69,1/17/2018,13:02:57
Reagan,35279,The Rusty Anchor,25.38,1/17/2018,11:57:50
Renee,37035,The Bannered Mare,4.28,1/17/2018,0:21:24
Giana,37881,Elfsong Tavern,35.41,1/17/2018,22:14:54
Alfred,38492,Founding Fathers,11.15,1/17/2018,16:50:03
Herbert,38982,The Malt Shovel,11.05,1/17/2018,21:35:39
Lucian,39227,Underworld Tavern,10.31,1/17/2018,22:19:52
Joshua,39443,Founding Fathers,45.25,1/17/2018,16:13:50
Ayanna,39607,Colonial Taphouse,14.21,1/17/2018,22:06:24
Jordyn,39937,The Brick,24.73,1/17/2018,17:21:01
Lizbeth,41730,The Brass Lantern,21.23,1/17/2018,1:19:22
Karla,42567,Noah's Bar,13.18,1/17/2018,19:02:26
Prosper,204,The Pilgrim's Rest,35.66,1/18/2018,21:05:51
Cameron,345,Mad Dog Saloon,7.49,1/18/2018,13:00:22
Camilla,954,The Winking Skeever,22.39,1/18/2018,11:38:15
Loy,3895,Maxwell's Nightclub,24.65,1/18/2018,0:51:35
Isabelle,4129,Brady Pub,12.91,1/18/2018,1:38:24
Bertie,4658,Trees Lounge,11.15,1/18/2018,18:51:04
Lawson,6147,Torchy's,16.45,1/18/2018,0:31:08
Tolbert,8456,The Butchers Arms,13.59,1/18/2018,17:05:19
Dayton,10467,The Armada Room,19.76,1/18/2018,1:21:38
Casper,10710,The Aidensfield Arms,32.27,1/18/2018,14:50:23
Bird,11012,﻿Ace of Clubs,35.78,1/18/2018,2:55:03
Isham,11096,Vardi's,18.13,1/18/2018,0:16:56
Jaylynn,11713,Eden Hall,7.93,1/18/2018,0:20:15
Julie,13180,Boobies,44.3,1/18/2018,0:27:42
Brenda,13703,Salty Sailor Tavern,11.8,1/18/2018,22:04:51
Everette,14313,Bob's Country Bunker,3.88,1/18/2018,0:57:37
Lilia,15303,The Drunken Clam,16.11,1/18/2018,14:38:05
Cassius,15872,The Duke Of Burgundy,6.94,1/18/2018,11:55:53
Chanel,16602,Alibi Bar,13.54,1/18/2018,21:36:38
Lana,17355,Quark's,32.06,1/18/2018,0:53:38
Nicolette,17504,De Rossi's Wine Bar,18.38,1/18/2018,17:59:12
Preston,17546,P3,27.78,1/18/2018,18:33:11
Patricia,17691,Copa,27.19,1/18/2018,1:37:03
Anton,18502,O'Malley's Bar,15.32,1/18/2018,2:51:30
Joel,19026,The Queen Victoria,21.71,1/18/2018,23:29:52
Sylvester,19076,The Oblivion Bar,12.82,1/18/2018,0:14:43
Kya,19137,Rick's Café Américain,33.1,1/18/2018,0:27:41
Cyrus,20058,Trees Lounge,20.72,1/18/2018,17:06:01
Jason,20978,The Admiral Benbow Inn,18.83,1/18/2018,0:13:56
Alden,21322,The Count's Arms,11.04,1/18/2018,22:38:02
Stewart,21428,Noah's Bar,31.82,1/18/2018,23:26:26
Hailey,23040,Scarlet Raven Tavern,24.19,1/18/2018,0:10:45
Ed,23169,Wonder Bar,21.11,1/18/2018,13:21:12
Yasmine,23187,Broken Keel Tavern,36.28,1/18/2018,1:36:49
Manning,24055,Dugout Inn,38,1/18/2018,21:51:34
Kamari,25143,Wonder Bar,14.83,1/18/2018,0:32:56
Blanca,26982,The Bloated Float Inn,49.28,1/18/2018,1:46:39
Kassandra,27210,Louie's,35.96,1/18/2018,0:22:56
Brown,28279,Braidwood Inn,12.96,1/18/2018,12:37:24
Ellison,29990,The Malt Shovel,32.35,1/18/2018,9:47:57
Wallace,32080,Charlie's,33.39,1/18/2018,0:55:36
Spencer,32501,The Feed Bag,18.92,1/18/2018,19:13:38
Stephanie,32542,Palace Saloon,6.3,1/18/2018,20:25:35
Abel,36172,Milliway's,20.06,1/18/2018,1:53:48
Angie,40374,Rolliver's Inn,15.03,1/18/2018,19:27:19
Griffin,40910,Table Salt,43.6,1/18/2018,19:35:32
Moses,41066,Seagrass,17.11,1/18/2018,13:36:47
Gretchen,42829,Pedro McKinnon,21.2,1/18/2018,17:08:39
Ed,43314,Kadie's Club Pecos,6.45,1/18/2018,0:23:23
Pete,191,Dagmar,28.57,1/19/2018,1:35:41
Emely,645,The Butchers Arms,31.96,1/19/2018,0:50:11
Rayne,2670,The Brass Lantern,22.5,1/19/2018,16:50:45
Lorelei,2907,Gus's Galaxy Grill,37.48,1/19/2018,11:58:37
Isabel,3029,The Woolpack,10.72,1/19/2018,18:42:18
Selena,4944,The Woolpack,10.18,1/19/2018,2:06:29
Flora,6276,The Rose & Crown,20.06,1/19/2018,0:27:58
Drew,7152,The Oak and Crosier,26.86,1/19/2018,12:42:30
Greta,7467,The Kebab & Calculator,4.14,1/19/2018,21:07:33
Deforest,8517,The Tropicana,35.16,1/19/2018,0:16:20
Buster,8858,Bunnys,4.55,1/19/2018,18:45:35
Norman,9236,Brady Pub,3.99,1/19/2018,21:33:24
Park,10217,The Peach Pit,30.04,1/19/2018,0:05:17
Manley,10370,Wonder Bar,4,1/19/2018,15:06:25
Arnold,10411,Mad Dog Saloon,3.88,1/19/2018,2:21:53
Marisa,10611,Four Shields Tavern,45.96,1/19/2018,0:09:53
Dexter,10674,Bob's Country Bunker,41.01,1/19/2018,2:57:04
Myron,11658,Mad Dog Saloon,25.76,1/19/2018,3:58:20
Ellen,12377,The Butchers Arms,43.68,1/19/2018,21:55:45
Katlyn,12611,Dexter Lake Club,18.87,1/19/2018,0:39:58
Melanie,12982,The Plot and Plaster,4.67,1/19/2018,20:53:46
Dakota,13521,The Plot and Plaster,27.79,1/19/2018,18:14:23
Merton,13827,Low Point,35.49,1/19/2018,13:47:57
Gregg,14800,Kennedy's,18.06,1/19/2018,22:47:15
Jacquelyn,15278,Dugout Inn,10.54,1/19/2018,20:40:21
Marina,16699,The Learned Goat,30.82,1/19/2018,15:27:04
Alvah,17185,O'Malley's,31.08,1/19/2018,0:11:44
Riley,17491,Playaz Club,34.19,1/19/2018,1:06:28
Abbie,18897,The Armada Room,37.24,1/19/2018,0:32:26
Aliza,20207,Snakehole Lounge,40.07,1/19/2018,0:27:40
Madeleine,20819,SaxonwoldShebeen,16.37,1/19/2018,1:24:18
Harley,21506,Bunnys,37.65,1/19/2018,22:17:33
Elizabeth,23205,Roulette,41.87,1/19/2018,0:46:43
Christiana,25519,The Silver Dollar Saloon,36.13,1/19/2018,3:26:58
Micaela,26064,The Boom Boom Room,7.15,1/19/2018,18:56:14
Cali,27213,Tavern of Time,26.16,1/19/2018,2:32:33
Russell,27700,The Buck's Head Inn,20.03,1/19/2018,12:15:20
Sanaa,28249,The Yellow Flag,44.42,1/19/2018,18:40:34
Emmalee,29311,The Rose & Crown,5.69,1/19/2018,0:16:44
Carleigh,32533,The Old Haunt,8.17,1/19/2018,17:23:17
Travis,32676,Dexter Lake Club,20.87,1/19/2018,16:58:19
Irving,34343,The Orange Tree,10.31,1/19/2018,22:22:16
Willow,34486,Electric Psychedelic Pussycat Swingers Club,39.6,1/19/2018,1:13:09
Maritza,35252,Rovers Return Inn,13.53,1/19/2018,23:18:35
Zaniyah,38712,Dal Riata,15.88,1/19/2018,0:07:00
Isabel,39374,The Woolpack,16.58,1/19/2018,17:53:37
Lyman,39828,The Cap & Bell,13.35,1/19/2018,0:37:10
